Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Orders,Average_Order_Value,Loyalty_Membership,Discount_Usage,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Last_Activity,Customer_Region,Review_Score,Customer_Segment
15124,Lisa Guerrero,42,1,186560,10,0,Home,14,74,767.18,1,0,Debit Card,Standard,Desktop,306,South America,1,0
15125,Robert Armstrong,24,0,33289,56,1,Beauty,10,86,234.72,0,0,Net Banking,Same-Day,Mobile,270,Asia,2,2
15126,Jennifer Blair,48,0,141620,28,1,Home,4,77,869.7,0,0,PayPal,Same-Day,Tablet,329,Asia,2,0
15127,Deborah Stewart,53,0,173039,11,1,Beauty,4,82,154.75,0,0,Credit Card,Same-Day,Mobile,46,North America,2,0
15128,Shelley Bauer PhD,36,1,148013,98,0,Home,1,91,805.06,1,0,Net Banking,Same-Day,Desktop,222,Europe,5,0
15129,Michael Ramirez,37,0,193308,97,0,Sports,6,5,158.25,0,0,Debit Card,Same-Day,Tablet,327,North America,4,1
15130,Tonya Rodriguez,56,0,182254,62,1,Home,7,70,992.54,1,1,Net Banking,Express,Desktop,307,Asia,1,1
15131,Kelly Cruz,21,0,174333,97,1,Home,11,78,70.96,0,0,Credit Card,Standard,Mobile,132,Europe,3,2
15132,Jaime Clark,67,1,177880,13,1,Home,5,50,879.43,0,0,Net Banking,Same-Day,Mobile,52,South America,1,1
15133,Melissa Dixon,24,0,72000,53,0,Beauty,4,51,636.0,1,1,PayPal,Same-Day,Mobile,233,North America,3,2
15134,David Smith,54,1,126759,24,0,Sports,4,65,45.41,1,1,Credit Card,Same-Day,Tablet,266,Europe,2,1
15135,Amy Barton,67,0,50684,13,1,Fashion,7,66,194.89,0,1,Net Banking,Express,Desktop,36,Asia,3,0
15136,Isaiah Griffin,64,1,68319,72,1,Sports,8,41,898.87,1,1,Debit Card,Same-Day,Mobile,227,North America,2,1
15137,Diana Scott,48,0,90539,40,1,Beauty,11,13,205.7,1,0,Net Banking,Express,Desktop,275,North America,5,0
15138,Rebekah Macdonald,61,0,20219,70,1,Sports,3,48,114.82,1,1,Debit Card,Standard,Desktop,202,Asia,2,0
15139,Diane Price,67,1,56085,89,1,Electronics,11,7,109.93,0,0,Credit Card,Express,Tablet,333,Europe,2,2
15140,Diane Shields,33,0,129128,80,1,Sports,6,30,690.12,1,1,Debit Card,Express,Desktop,118,South America,5,0
15141,Rachel Miles,27,1,78647,49,0,Home,12,13,467.82,1,0,Credit Card,Same-Day,Desktop,191,Asia,2,0
15142,Joshua Morales,63,0,44471,76,1,Fashion,4,39,717.66,1,1,PayPal,Express,Mobile,341,South America,2,0
15143,Tina Brewer,63,1,56705,14,0,Sports,14,68,98.62,0,1,Credit Card,Same-Day,Mobile,350,North America,5,1
15144,Eric Allen,41,0,170238,55,0,Sports,6,18,246.28,1,0,Debit Card,Same-Day,Mobile,16,North America,4,2
15145,Megan Tucker,27,0,181415,81,1,Beauty,10,92,248.37,0,0,PayPal,Express,Tablet,31,North America,3,2
15146,Andrea Jackson,62,0,41555,39,0,Beauty,14,78,334.01,1,0,Debit Card,Standard,Mobile,226,North America,2,2
15147,Roberto Franco,24,1,90260,85,1,Fashion,7,83,742.57,1,1,PayPal,Standard,Mobile,64,Asia,1,2
15148,Cheryl Martinez,31,0,117592,80,0,Sports,13,30,662.75,1,1,Credit Card,Standard,Desktop,269,Europe,3,2
15149,Corey Nunez,42,1,159505,62,0,Beauty,11,47,152.27,0,1,Net Banking,Standard,Mobile,276,South America,2,1
15150,Jonathan Kline,51,1,96639,58,0,Home,13,13,592.61,0,1,Debit Card,Express,Tablet,261,Asia,5,0
15151,Daniel Gross,21,0,53671,56,1,Electronics,1,36,821.46,1,0,Credit Card,Same-Day,Desktop,343,Asia,4,2
15152,Anita Washington,28,0,41827,91,0,Fashion,10,38,8.44,0,0,PayPal,Same-Day,Desktop,151,Asia,4,0
15153,Brian Fisher,36,1,119089,21,1,Sports,7,64,156.76,1,0,Net Banking,Standard,Tablet,271,North America,5,2
15154,Jack Cook,36,1,156814,70,1,Fashion,5,46,171.0,0,0,Net Banking,Express,Desktop,237,Europe,1,1
15155,Mark Mcfarland,33,0,102522,54,1,Home,14,56,232.7,1,1,Debit Card,Same-Day,Tablet,303,Europe,4,0
15156,Donna Moore,33,0,173785,46,1,Fashion,6,46,896.37,1,1,Credit Card,Standard,Tablet,158,Europe,1,0
15157,Jimmy Calhoun,30,0,91531,21,1,Beauty,2,26,252.09,0,0,Net Banking,Standard,Mobile,133,South America,3,0
15158,Philip Hamilton,36,0,46870,75,0,Beauty,9,88,907.64,0,1,Debit Card,Standard,Desktop,160,Asia,2,0
15159,Peter Walker,63,0,133111,69,0,Sports,9,25,302.9,0,1,Credit Card,Express,Mobile,180,North America,1,2
15160,Donna Pearson,31,0,114947,33,0,Electronics,1,53,389.18,1,1,Debit Card,Express,Tablet,227,South America,5,1
15161,Kelly Rose,67,0,40231,34,1,Electronics,4,40,306.7,0,1,Debit Card,Standard,Mobile,83,Europe,5,1
15162,Daniel Sanchez,53,0,130387,25,0,Electronics,12,26,600.74,0,0,Net Banking,Express,Tablet,126,North America,5,0
15163,Erin Tate,49,1,133604,8,0,Beauty,2,36,980.15,0,0,Net Banking,Standard,Tablet,169,South America,1,1
15164,David Griffin,22,1,48744,47,0,Electronics,8,48,729.06,0,1,Credit Card,Standard,Mobile,195,Asia,3,0
15165,Emma Reed,33,1,177024,60,1,Home,1,56,56.15,1,0,Credit Card,Same-Day,Tablet,357,North America,1,1
15166,Charles Munoz,51,0,186389,56,1,Electronics,4,96,435.97,1,1,Net Banking,Standard,Tablet,317,South America,1,0
15167,Melanie Thomas,29,1,86535,84,0,Beauty,6,3,828.56,1,1,PayPal,Standard,Desktop,193,South America,1,2
15168,Monica Chavez,22,1,81912,29,0,Electronics,9,94,897.57,0,0,Credit Card,Standard,Mobile,269,Asia,2,2
15169,Ashley Bender,25,0,129434,71,0,Electronics,14,33,458.18,1,0,Net Banking,Standard,Desktop,196,Europe,2,1
15170,Sean Brennan,22,1,132800,42,0,Beauty,8,62,395.11,1,1,Credit Card,Same-Day,Desktop,268,South America,4,0
15171,Jerome Bean,52,0,41727,9,1,Electronics,1,16,74.92,1,1,Net Banking,Standard,Tablet,137,South America,1,1
15172,Gary Sloan,35,0,156050,19,1,Electronics,12,13,241.17,0,1,Debit Card,Express,Tablet,356,North America,3,2
15173,Justin Green,49,0,36359,70,1,Electronics,6,15,341.64,0,1,Credit Card,Same-Day,Mobile,6,South America,1,0
15174,Andrea Rivera,22,0,160860,20,0,Sports,6,92,132.94,0,1,Net Banking,Standard,Desktop,243,South America,3,2
15175,Caitlin Gilbert,51,1,77029,68,0,Home,5,20,481.39,0,0,Net Banking,Same-Day,Desktop,354,Asia,5,0
15176,Amber Valencia,51,0,125695,80,0,Beauty,5,4,705.21,0,1,Net Banking,Express,Desktop,342,Asia,3,0
15177,Kristen Daniels,61,0,132930,73,0,Sports,4,14,449.13,1,1,Debit Card,Same-Day,Tablet,310,South America,3,0
15178,Anne Cole,57,0,37829,100,0,Fashion,8,66,178.42,0,1,Debit Card,Same-Day,Desktop,79,Europe,1,2
15179,Caitlin Williams,55,1,129972,41,1,Fashion,9,32,437.51,1,1,Net Banking,Standard,Mobile,289,Europe,5,2
15180,John Stein,55,0,144193,40,0,Electronics,11,92,571.12,0,1,PayPal,Same-Day,Mobile,272,Asia,5,1
15181,Robert Valencia,49,0,42289,12,1,Beauty,2,14,407.68,1,1,PayPal,Standard,Tablet,26,North America,2,1
15182,Jason Wise,25,1,128448,90,1,Fashion,11,75,387.46,1,0,Credit Card,Standard,Mobile,150,North America,5,1
15183,Derek Burns,24,1,95221,51,0,Electronics,3,34,787.46,0,0,Debit Card,Same-Day,Desktop,115,Asia,2,1
15184,Kenneth Roy,26,0,59825,66,0,Electronics,8,23,776.06,0,1,PayPal,Express,Mobile,236,North America,2,1
15185,Hannah Ford,58,0,109352,9,1,Home,6,98,912.65,0,1,Net Banking,Same-Day,Desktop,231,North America,3,2
15186,David Chandler,21,1,55620,59,0,Electronics,10,95,388.47,0,0,Net Banking,Standard,Desktop,189,South America,1,1
15187,Terri Edwards,24,0,191854,61,1,Electronics,13,47,144.41,0,0,PayPal,Same-Day,Desktop,207,Europe,4,0
15188,Jeffrey Hawkins,49,1,33286,74,0,Home,4,50,835.24,0,1,Net Banking,Standard,Tablet,32,South America,2,1
15189,Christina Warner,51,0,64627,33,1,Sports,11,61,484.3,1,1,Net Banking,Standard,Desktop,123,North America,5,0
15190,Tony Bond,32,0,95091,93,1,Sports,2,93,173.41,1,1,Credit Card,Express,Mobile,319,Europe,3,1
15191,Samantha Bennett,62,0,36244,70,1,Electronics,14,82,227.05,0,0,PayPal,Express,Desktop,9,South America,3,2
15192,Diana Peterson,59,1,66121,55,0,Fashion,2,37,720.27,1,1,Net Banking,Same-Day,Tablet,359,North America,3,1
15193,Jordan Flores,54,1,157476,99,1,Electronics,2,87,19.52,0,0,Net Banking,Standard,Mobile,181,South America,2,2
15194,Daniel Wall,48,1,109962,68,1,Home,8,31,270.95,1,0,Credit Card,Standard,Desktop,149,South America,1,0
15195,Courtney Gardner,22,0,73722,31,1,Fashion,5,91,83.94,1,0,Debit Card,Same-Day,Tablet,159,North America,3,2
15196,Melissa Oneal,54,1,104624,27,1,Beauty,5,13,456.86,0,1,PayPal,Standard,Tablet,332,North America,3,1
15197,Leonard Barber,33,0,48087,87,1,Fashion,9,1,420.94,0,1,Debit Card,Same-Day,Mobile,190,Europe,1,1
15198,Amber Smith,28,1,69269,67,0,Home,11,75,99.64,1,0,PayPal,Express,Tablet,11,North America,2,2
15199,David Brown,52,0,69092,41,0,Fashion,5,92,710.23,0,0,Net Banking,Express,Tablet,186,North America,2,1
15200,Chelsea Gilbert,64,0,118728,37,0,Beauty,13,60,65.48,0,1,Net Banking,Standard,Tablet,25,Europe,1,0
15201,Denise Brooks,59,0,174219,86,0,Beauty,12,49,512.66,1,1,Credit Card,Standard,Desktop,311,North America,1,0
15202,Donna Hamilton,25,0,143962,1,0,Fashion,11,86,657.58,0,0,Debit Card,Same-Day,Mobile,66,Europe,1,0
15203,Angelica Lopez,56,0,42515,61,0,Home,5,60,231.59,0,1,Net Banking,Standard,Mobile,27,North America,4,1
15204,Karen Johnson,63,0,173485,37,0,Sports,6,9,850.48,1,1,Credit Card,Express,Desktop,322,Europe,4,0
15205,Jenna Chen,37,1,167807,50,0,Fashion,6,86,21.04,0,1,Credit Card,Standard,Desktop,295,North America,2,1
15206,Anthony Obrien,60,1,49441,14,0,Fashion,8,52,560.53,1,1,Debit Card,Same-Day,Desktop,140,North America,2,1
15207,Nicole Patel,69,1,42049,45,0,Beauty,1,40,423.2,1,1,Credit Card,Express,Desktop,256,North America,5,2
15208,Yvonne Taylor,53,0,171827,58,0,Electronics,8,19,390.51,1,1,Net Banking,Express,Mobile,159,Asia,1,1
15209,Mr. Steven Contreras,24,1,194247,76,0,Electronics,10,78,746.97,0,1,Credit Card,Same-Day,Mobile,352,South America,5,0
15210,Olivia Nelson,37,1,93503,41,1,Fashion,13,85,419.02,0,0,PayPal,Express,Desktop,363,Europe,5,0
15211,Maria Reese,27,0,25436,17,0,Home,13,47,315.01,1,1,Net Banking,Same-Day,Mobile,175,Europe,3,0
15212,Shannon Stevens,40,1,161503,23,0,Home,13,79,705.18,0,1,Credit Card,Standard,Desktop,16,North America,1,0
15213,Donald Lee,47,1,27175,90,0,Sports,11,24,335.26,1,0,Credit Card,Express,Tablet,177,Asia,1,0
15214,Terry Liu,52,0,163554,68,1,Home,11,16,745.68,0,1,PayPal,Same-Day,Tablet,289,South America,4,1
15215,Melissa Delacruz,23,0,91480,49,1,Fashion,6,43,503.11,0,0,Debit Card,Express,Desktop,155,Asia,2,1
15216,Joseph Leonard,63,1,193079,1,0,Sports,14,14,244.12,1,1,PayPal,Same-Day,Tablet,174,Europe,1,2
15217,Craig Jones,51,1,88740,32,1,Home,9,7,792.89,1,0,Credit Card,Express,Tablet,316,Europe,1,2
15218,Vicki Velez,31,1,52353,25,0,Home,3,95,543.76,1,1,Credit Card,Standard,Mobile,231,Europe,4,1
15219,Michael Hardy,23,0,57880,98,0,Home,3,18,954.54,0,0,Credit Card,Standard,Tablet,72,South America,1,0
15220,Daniel Klein,21,0,21844,62,0,Fashion,10,35,901.75,1,0,PayPal,Same-Day,Tablet,350,Asia,5,1
15221,Lawrence Smith,30,1,59918,33,0,Sports,6,10,274.46,1,0,Debit Card,Express,Desktop,22,South America,5,0
15222,Melvin Orozco,26,1,140046,82,1,Sports,5,77,326.42,0,1,Debit Card,Express,Desktop,42,Europe,1,0
15223,Penny Kidd,61,0,157947,56,1,Sports,3,3,507.0,1,0,PayPal,Standard,Tablet,169,Asia,4,1
15224,David Dodson,18,1,169968,40,0,Sports,11,43,517.75,1,0,Debit Card,Same-Day,Tablet,17,South America,4,2
15225,Lori Kennedy,20,1,80538,61,0,Sports,13,86,658.35,1,1,Debit Card,Same-Day,Desktop,199,Asia,2,0
15226,Danielle Taylor,25,1,24405,77,1,Sports,8,84,774.25,0,0,Debit Card,Standard,Desktop,330,South America,1,2
15227,Amy Harris,41,1,118351,14,1,Home,9,63,320.13,0,0,Debit Card,Same-Day,Mobile,23,South America,5,1
15228,Brittany Gilbert,20,1,143764,41,1,Home,7,39,232.17,1,0,Debit Card,Express,Desktop,214,North America,1,0
15229,Pamela Collins,68,0,195557,90,1,Electronics,12,61,947.7,1,1,PayPal,Same-Day,Desktop,307,Asia,2,2
15230,Alexis King,69,0,82140,86,0,Fashion,9,43,319.13,1,1,Credit Card,Same-Day,Tablet,160,Europe,3,2
15231,Mark Peters,52,1,138856,93,1,Beauty,12,77,119.86,1,0,Net Banking,Standard,Tablet,344,Asia,3,1
15232,Hannah Smith DDS,55,1,102244,3,1,Home,9,8,892.96,1,1,Credit Card,Express,Desktop,197,Asia,4,0
15233,Jeremy Murphy,51,1,64507,78,1,Home,3,99,27.63,0,0,PayPal,Same-Day,Mobile,200,Asia,4,2
15234,Reginald Hernandez,37,0,113156,29,0,Home,11,88,508.81,0,0,Net Banking,Standard,Tablet,55,South America,1,2
15235,Tyler Blackwell,69,0,44563,10,1,Electronics,4,98,614.21,0,0,PayPal,Standard,Desktop,197,North America,4,2
15236,Allen Roberts,55,0,157490,11,1,Electronics,6,8,509.66,0,1,Debit Card,Same-Day,Desktop,137,South America,3,0
15237,Rhonda Barrera,69,0,60183,40,0,Home,14,46,296.38,0,0,Net Banking,Same-Day,Desktop,219,North America,4,1
15238,Richard Adams,68,1,141760,2,0,Fashion,2,7,140.58,0,1,Net Banking,Standard,Mobile,130,North America,1,0
15239,Donna Summers,61,0,151364,7,0,Electronics,9,58,667.11,1,0,Net Banking,Express,Desktop,25,Asia,5,1
15240,Kayla Thomas,65,0,43414,92,1,Fashion,4,61,66.59,1,1,Credit Card,Express,Desktop,298,Asia,5,0
15241,Leon Odonnell Jr.,62,0,126362,25,1,Home,9,15,510.72,0,1,Credit Card,Express,Desktop,160,North America,4,2
15242,David Nelson,59,1,41106,65,1,Electronics,7,24,528.86,1,1,PayPal,Standard,Tablet,20,South America,5,0
15243,Catherine Chavez,28,1,61905,55,1,Beauty,10,69,463.65,0,0,Credit Card,Standard,Tablet,62,Asia,1,0
15244,Paige Wade,47,0,95586,90,0,Sports,9,32,258.31,1,1,Debit Card,Express,Desktop,250,South America,1,1
15245,Gregory Torres,32,0,63770,33,1,Fashion,5,78,354.73,0,1,PayPal,Standard,Mobile,333,North America,1,2
15246,Desiree Fritz,28,0,93091,77,0,Home,14,20,110.0,0,0,Net Banking,Standard,Mobile,39,Europe,1,1
15247,Christine Rivers,26,0,92356,26,1,Fashion,7,63,887.14,0,0,Net Banking,Same-Day,Mobile,165,Asia,5,2
15248,Lisa Mccann DVM,47,1,31716,95,0,Beauty,12,79,246.63,0,0,Credit Card,Express,Desktop,214,Europe,1,2
15249,Katherine Townsend,36,0,102244,3,0,Beauty,3,24,333.5,0,1,PayPal,Standard,Desktop,356,Asia,1,1
15250,Mike Soto,25,1,31446,16,1,Fashion,10,98,822.98,1,0,Credit Card,Same-Day,Desktop,16,North America,3,1
15251,James Brown,30,1,121145,10,0,Sports,12,18,992.47,0,0,Net Banking,Same-Day,Desktop,345,North America,5,2
15252,Ricky Johnson,43,0,66458,46,1,Sports,13,18,783.04,0,0,Credit Card,Same-Day,Tablet,89,South America,3,0
15253,Casey Chapman,30,1,166816,35,1,Sports,7,29,380.35,0,1,PayPal,Same-Day,Tablet,129,Asia,3,2
15254,Adam Acosta,53,1,84114,40,0,Beauty,4,66,809.65,1,0,Debit Card,Same-Day,Desktop,203,North America,5,2
15255,Arthur Willis,56,0,101444,10,1,Home,11,23,93.25,1,1,Debit Card,Express,Mobile,51,South America,4,1
15256,Christina White,41,1,84189,35,1,Beauty,13,35,616.38,1,1,Credit Card,Standard,Tablet,42,Asia,2,0
15257,Mr. Mathew Fletcher,65,0,183419,47,1,Fashion,12,23,32.41,1,0,Debit Card,Express,Mobile,310,South America,5,2
15258,Kara Benton,21,0,33092,27,1,Fashion,3,34,699.12,0,0,Debit Card,Standard,Mobile,229,Europe,1,1
15259,Thomas Lopez,65,0,164097,4,1,Home,1,46,664.81,0,0,Net Banking,Standard,Desktop,59,North America,4,1
15260,Sydney Davis,26,0,102596,68,1,Fashion,1,86,625.77,1,0,PayPal,Express,Tablet,50,Asia,1,1
15261,Felicia Strickland,22,0,143073,72,1,Fashion,8,24,927.42,1,0,Net Banking,Standard,Desktop,129,Asia,2,1
15262,Charles Gonzales,42,0,170801,34,1,Fashion,8,75,353.1,1,0,Credit Card,Express,Desktop,180,South America,4,1
15263,Alexandra Little,38,1,78677,62,0,Home,5,40,993.81,0,0,Net Banking,Same-Day,Tablet,244,Asia,5,1
15264,Robert Chandler,36,1,88999,56,0,Fashion,5,68,733.99,1,0,PayPal,Express,Mobile,90,Asia,2,1
15265,Kristin Anderson,30,1,126076,13,1,Home,10,22,955.74,0,1,Net Banking,Express,Desktop,56,Asia,5,2
15266,Kathy Blair,29,0,21356,96,1,Home,10,33,221.63,0,1,Credit Card,Express,Mobile,241,Europe,5,1
15267,Jennifer Vasquez,50,0,168263,69,0,Beauty,12,13,664.84,0,0,PayPal,Express,Mobile,74,Europe,3,0
15268,Virginia Dalton,47,0,111097,99,0,Electronics,6,26,963.9,0,1,Credit Card,Same-Day,Desktop,44,South America,2,2
15269,Christopher Wood,32,0,159567,61,0,Home,6,41,861.77,1,0,Net Banking,Standard,Mobile,2,South America,4,0
15270,Robin Rogers,32,1,37033,30,1,Fashion,12,44,488.94,1,1,Credit Card,Same-Day,Tablet,178,Asia,5,1
15271,Mathew Gordon,59,1,87375,53,1,Electronics,3,78,900.89,1,0,Credit Card,Standard,Desktop,178,North America,3,1
15272,Benjamin Brooks,59,1,196787,87,0,Home,4,78,29.49,0,0,Credit Card,Same-Day,Tablet,196,Asia,4,2
15273,Anna Perry,59,0,97915,94,0,Sports,4,65,52.48,1,1,Net Banking,Express,Desktop,158,South America,5,1
15274,Jose Orr,68,0,49271,30,1,Electronics,11,23,840.5,0,1,PayPal,Standard,Mobile,355,Europe,4,2
15275,Sarah Smith,64,0,161670,7,1,Fashion,10,29,160.04,0,1,PayPal,Standard,Tablet,18,South America,3,1
15276,Rachel Day,42,1,136395,83,1,Beauty,3,78,728.58,1,1,Net Banking,Express,Desktop,9,Europe,4,0
15277,Raymond Browning,27,0,131013,75,0,Fashion,13,54,133.81,1,0,Net Banking,Express,Desktop,63,Europe,1,1
15278,Jennifer Waters,28,1,110384,59,0,Sports,13,19,237.22,1,0,Net Banking,Standard,Mobile,118,Europe,1,1
15279,Melissa Boyle,58,1,121700,91,1,Electronics,10,35,996.97,1,1,Net Banking,Express,Tablet,118,Asia,3,0
15280,Keith Wilson,69,1,174511,9,1,Fashion,9,60,520.85,0,0,Debit Card,Same-Day,Desktop,273,Asia,5,0
15281,Courtney Gomez,19,1,69827,91,1,Electronics,7,4,431.93,0,0,Credit Card,Standard,Mobile,352,Asia,2,2
15282,Wanda Smith,65,0,63553,50,0,Beauty,10,60,569.55,0,1,Credit Card,Same-Day,Tablet,170,North America,2,2
15283,Amy Chavez,48,0,166087,42,1,Fashion,10,23,852.22,0,0,PayPal,Same-Day,Desktop,142,North America,4,2
15284,Scott Blackburn,67,0,122067,42,1,Home,5,35,197.76,1,0,PayPal,Same-Day,Tablet,359,Asia,1,2
15285,Teresa Sawyer,53,0,120880,76,1,Sports,5,75,248.61,0,0,PayPal,Express,Mobile,101,South America,4,0
15286,Timothy Burke,30,0,27337,25,1,Electronics,1,91,458.66,1,1,PayPal,Same-Day,Mobile,124,Europe,4,0
15287,Courtney Stafford,40,1,24720,72,0,Electronics,8,44,259.17,0,0,Net Banking,Same-Day,Mobile,271,Asia,4,1
15288,Janice King,68,0,196429,13,1,Home,6,21,249.51,1,1,Debit Card,Express,Mobile,73,Asia,2,0
15289,Molly Jenkins,20,0,127727,92,1,Home,13,29,465.2,1,0,Net Banking,Express,Tablet,149,North America,2,2
15290,Alexander Fields,53,0,188640,19,0,Electronics,9,23,914.79,0,0,Net Banking,Standard,Mobile,271,Europe,3,0
15291,Christopher Porter,65,0,25517,33,0,Beauty,11,29,85.82,1,0,Debit Card,Same-Day,Mobile,160,Asia,4,2
15292,Sarah Martinez,50,0,140047,87,0,Home,6,63,469.05,1,0,Debit Card,Standard,Tablet,19,South America,5,2
15293,Crystal Buck,48,1,195978,39,0,Electronics,11,16,234.34,0,1,Credit Card,Express,Tablet,85,Asia,5,0
15294,Katelyn Summers,24,1,56371,21,0,Sports,4,78,320.18,0,1,PayPal,Express,Desktop,89,North America,3,2
15295,James Robles,54,0,106125,75,1,Home,6,14,605.89,0,0,Credit Card,Same-Day,Desktop,134,Europe,3,1
15296,Clayton Hernandez,33,0,71694,72,1,Fashion,11,25,541.32,0,1,Credit Card,Same-Day,Tablet,163,Europe,1,2
15297,Jamie Reyes,30,0,112650,54,0,Electronics,11,66,77.1,1,1,Credit Card,Standard,Desktop,179,South America,1,0
15298,Sabrina Butler,40,1,198681,15,1,Home,5,4,832.3,0,1,Credit Card,Same-Day,Tablet,184,North America,5,1
15299,Jacob Jensen,53,1,133728,86,1,Sports,9,65,172.74,1,1,Debit Card,Standard,Mobile,347,Europe,3,1
15300,Daniel Dawson,54,1,32970,80,1,Home,8,81,64.55,0,0,Debit Card,Express,Mobile,84,North America,3,2
15301,Ryan Mercer,30,1,42143,100,0,Fashion,8,44,627.85,1,0,PayPal,Standard,Mobile,143,Asia,2,2
15302,Dr. Mary Powell,43,0,148377,49,0,Beauty,6,81,917.6,0,1,Debit Card,Same-Day,Mobile,5,Asia,3,0
15303,Gerald Norman,29,1,47622,97,0,Home,5,26,676.52,1,0,Credit Card,Express,Desktop,349,North America,2,1
15304,Javier Ayala,42,0,81818,9,0,Home,2,57,780.88,1,0,PayPal,Express,Desktop,363,Europe,1,2
15305,Aaron Lam,59,1,28939,95,0,Home,13,36,855.61,0,1,Credit Card,Same-Day,Mobile,105,South America,4,2
15306,Dale Jacobs,53,1,154696,15,1,Electronics,13,90,69.93,1,0,Net Banking,Same-Day,Desktop,78,South America,4,2
15307,Taylor Mcdaniel,30,1,162847,57,1,Sports,1,50,219.08,0,1,Credit Card,Same-Day,Desktop,321,Asia,3,2
15308,James Nelson,68,0,58333,75,0,Sports,6,34,856.13,0,0,Debit Card,Same-Day,Tablet,36,Asia,3,2
15309,Jennifer White,19,1,49198,43,1,Sports,5,55,591.69,1,1,Net Banking,Same-Day,Tablet,46,North America,5,2
15310,Michael Horton,37,1,61834,88,0,Sports,12,42,160.17,0,1,PayPal,Same-Day,Mobile,39,North America,3,1
15311,Desiree Walker,37,0,122141,44,1,Electronics,6,99,321.93,0,0,Net Banking,Standard,Mobile,363,Europe,2,1
15312,Paula Douglas,66,0,178965,24,1,Fashion,10,84,381.66,0,0,Credit Card,Standard,Tablet,259,Asia,5,2
15313,Traci Oneal,25,0,83701,52,0,Beauty,10,76,643.61,0,0,Credit Card,Express,Tablet,220,South America,1,0
15314,Philip West,69,0,175180,75,1,Home,1,95,970.34,1,0,PayPal,Same-Day,Mobile,209,Europe,4,1
15315,David Sims,26,1,144615,77,0,Sports,8,76,705.53,0,0,Credit Card,Same-Day,Desktop,104,Europe,4,2
15316,Kathryn Richardson,23,1,49653,94,1,Sports,3,82,753.87,1,0,Debit Card,Express,Mobile,307,North America,5,0
15317,Anna Thomas,35,0,136870,40,0,Home,7,81,597.63,1,1,Debit Card,Same-Day,Mobile,306,Asia,1,0
15318,Wendy Murphy,31,0,29643,28,1,Sports,7,19,369.53,1,0,Credit Card,Same-Day,Desktop,102,Europe,5,0
15319,Julie Vance,60,0,186861,97,0,Beauty,9,33,324.29,0,1,PayPal,Standard,Desktop,224,South America,3,2
15320,Brian Garcia,66,1,60164,81,1,Home,12,57,810.6,0,0,PayPal,Express,Tablet,294,South America,4,1
15321,Brittney Jordan,64,0,151922,52,1,Electronics,10,60,752.5,0,0,Net Banking,Express,Desktop,96,Asia,2,2
15322,Brenda Moreno,46,1,24185,82,1,Beauty,5,71,642.44,0,0,Net Banking,Same-Day,Tablet,176,South America,5,2
15323,Andrew Brown,59,1,132735,73,1,Home,13,76,524.99,0,1,Credit Card,Same-Day,Tablet,192,North America,1,0
15324,Sean Oconnell,42,1,123327,24,1,Sports,2,14,825.44,0,0,Net Banking,Same-Day,Mobile,81,Europe,5,1
15325,George Mercer,42,0,182939,65,1,Beauty,2,66,301.47,1,0,Debit Card,Standard,Desktop,350,Asia,5,2
15326,Susan Mclaughlin,39,1,43007,2,1,Fashion,2,49,60.93,0,1,Net Banking,Standard,Mobile,244,South America,1,2
15327,Vickie Smith,60,0,124443,36,0,Beauty,10,23,507.18,0,1,PayPal,Express,Tablet,22,North America,3,1
15328,Ivan Webb,68,0,141425,30,0,Home,11,47,873.44,0,1,PayPal,Same-Day,Mobile,95,Europe,2,1
15329,Beverly Hardy,51,1,191507,83,0,Beauty,7,3,788.34,1,1,Debit Card,Express,Desktop,257,Europe,4,1
15330,David Woodard,50,0,50323,81,0,Beauty,13,26,503.87,0,1,Credit Card,Express,Desktop,298,North America,2,2
15331,John Cunningham,51,0,36377,96,0,Fashion,12,34,400.83,0,1,PayPal,Same-Day,Desktop,67,Europe,2,0
15332,Rebecca Barnes,21,1,98954,32,1,Beauty,1,93,744.38,0,0,Net Banking,Standard,Desktop,199,Europe,5,1
15333,William Deleon,47,0,127233,80,1,Home,13,63,762.46,0,1,Debit Card,Standard,Tablet,30,Asia,3,2
15334,Tina Stewart,38,1,116902,10,0,Beauty,11,35,991.03,0,1,Credit Card,Express,Tablet,73,North America,5,1
15335,Thomas Ayers,46,1,185763,39,0,Electronics,1,90,690.87,1,0,Credit Card,Same-Day,Mobile,343,Europe,1,1
15336,Samantha Rivera,65,1,197235,10,1,Home,4,70,560.26,1,1,PayPal,Express,Mobile,191,South America,1,2
15337,Kimberly Wood,52,0,122633,61,0,Sports,7,2,663.73,0,0,Credit Card,Same-Day,Tablet,184,North America,1,0
15338,Anna Miller,66,0,67019,66,1,Sports,5,75,890.16,1,1,Debit Card,Standard,Desktop,289,North America,2,0
15339,Robert Smith,66,0,97083,88,0,Sports,2,3,194.77,1,0,Net Banking,Same-Day,Desktop,267,South America,5,1
15340,Sarah Rivera,63,0,177648,55,1,Fashion,4,82,616.42,1,0,Net Banking,Express,Mobile,188,South America,2,0
15341,Connor Simmons,66,1,42515,21,1,Electronics,1,64,532.23,1,1,Credit Card,Standard,Desktop,48,Asia,2,2
